wavelength,Rrs_ref0.3067,Rrs_ref0.2788,Rrs_ref0.2383,Rrs_ref0.2318,Rrs_ref0.2291
914.0,6.58052769e-04,1.37872038e-03,6.83156852e-04,6.37081943e-04,5.05885850e-04
915.0,6.54546701e-04,1.36266807e-03,6.67725114e-04,6.00752825e-04,4.95650391e-04
916.0,6.35887579e-04,1.31691696e-03,6.65803083e-04,6.45672752e-04,5.02941063e-04
917.0,6.16850784e-04,1.28244676e-03,6.53515911e-04,5.58856223e-04,4.96779930e-04
918.0,5.79573409e-04,1.25938399e-03,6.44260539e-04,5.96944795e-04,4.80988293e-04
919.0,5.77499102e-04,1.22340945e-03,6.23196681e-04,5.86972842e-04,4.68355177e-04
920.0,5.54583608e-04,1.19558478e-03,6.34861601e-04,5.79256189e-04,4.53942326e-04
921.0,5.23788435e-04,1.17837336e-03,6.15605854e-04,5.61760601e-04,4.44326745e-04
922.0,5.04970247e-04,1.13313794e-03,6.27152189e-04,5.79942626e-04,4.52693373e-04
923.0,4.98730833e-04,1.10689810e-03,5.96870730e-04,5.30726496e-04,4.37229257e-04
924.0,4.89007089e-04,1.05809928e-03,6.01126046e-04,5.41543065e-04,4.53712133e-04
925.0,4.47906507e-04,1.05547620e-03,5.82378859e-04,5.03883305e-04,4.25219742e-04
926.0,4.98697797e-04,1.01665575e-03,5.85576206e-04,5.04833109e-04,4.23946603e-04
927.0,4.73892076e-04,1.03454092e-03,6.09204859e-04,4.88607578e-04,4.15315445e-04
928.0,5.08172681e-04,1.01262994e-03,6.18833906e-04,5.02542556e-04,4.09665397e-04
929.0,5.32798141e-04,9.97028537e-04,6.07626354e-04,5.22283956e-04,4.57390526e-04
930.0,5.61216765e-04,1.10500667e-03,6.71235248e-04,4.98317429e-04,4.22959934e-04
931.0,7.57854905e-04,1.20542256e-03,8.23358994e-04,5.27242087e-04,5.52585934e-04
932.0,7.64180378e-04,1.30110834e-03,9.53518409e-04,5.07461220e-04,6.40034454e-04
933.0,7.41553529e-04,1.17743032e-03,8.35428082e-04,6.54714411e-04,5.26850464e-04
934.0,8.08531426e-04,1.27308414e-03,7.45538629e-04,9.07993145e-04,5.61257504e-04
935.0,7.36282542e-04,1.19987509e-03,7.96994770e-04,7.78145200e-04,5.79576061e-04
936.0,6.73217979e-04,1.08189858e-03,8.83007334e-04,9.06184638e-04,4.73446821e-04
937.0,5.26713830e-04,9.32471758e-04,6.14811949e-04,8.83654723e-04,5.37361028e-04
938.0,4.08129582e-04,8.48201325e-04,6.37632756e-04,6.90750199e-04,4.05028402e-04
939.0,5.12838923e-04,8.28673541e-04,6.02686639e-04,5.07547871e-04,3.74308112e-04
940.0,5.19627654e-04,8.34579926e-04,6.19369500e-04,5.35706407e-04,3.97226615e-04
941.0,5.00366431e-04,8.77618637e-04,6.24651659e-04,5.78208516e-04,3.88178814e-04
942.0,6.09092017e-04,8.32851156e-04,6.40357032e-04,4.20954671e-04,4.80749771e-04
943.0,5.80821006e-04,7.84863389e-04,6.67335077e-04,4.21135811e-04,4.03390069e-04
944.0,5.96901590e-04,8.10424021e-04,6.85832357e-04,3.01795893e-04,3.60193691e-04
945.0,5.30377787e-04,7.81653194e-04,6.70610522e-04,5.21450494e-04,3.79458890e-04
946.0,5.19261379e-04,7.76949377e-04,6.57733743e-04,6.47326776e-04,3.86045655e-04
947.0,5.27465608e-04,6.22850019e-04,6.30290008e-04,5.98434643e-04,3.37363924e-04
948.0,5.03340830e-04,6.81839682e-04,6.05898464e-04,6.06587126e-04,3.72523216e-04
949.0,4.65116424e-04,6.39425817e-04,5.76166022e-04,5.91592209e-04,3.41152249e-04
950.0,5.10500695e-04,6.73894182e-04,5.72375092e-04,5.00287394e-04,3.23130091e-04
